Date,Customer Code,Distributor Code,Seller Code,Customer Category,Product Code,Product Name,Product Width,Product Height,Product Depth,Sale Quantity,Sale Amount
30-01-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,6,1200
01-02-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,14,1624
01-02-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,10,2340
04-02-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,13,2496
04-02-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,5,1000
04-02-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,15,3630
08-02-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,7,1638
08-02-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
08-02-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,10,2200
10-02-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,7,875
12-02-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,8,1904
12-02-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,12,2640
12-02-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,1,125
22-02-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,15,3510
22-02-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,15,3570
02-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,9,2178
02-03-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,3,576
04-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,8,1936
04-03-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,3,660
10-03-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,6,1404
10-03-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,8,744
10-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,14,3388
15-03-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,8,928
15-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,5,1210
15-03-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,12,2856
16-03-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,10,1160
16-03-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,14,2800
16-03-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,6,750
18-03-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,1,238
19-03-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,11,1375
19-03-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,7,1400
19-03-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,6,1152
21-03-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,3,279
24-03-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
25-03-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,1,116
25-03-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,10,2380
25-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,5,1210
28-03-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,10,2380
28-03-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,4,936
31-03-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,15,3510
31-03-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,5,1210
08-04-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,13,2600
08-04-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,1,125
11-04-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,3,498
13-04-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,15,3510
13-04-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,2,384
13-04-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,2,332
14-04-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,13,3042
14-04-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,13,1209
14-04-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,7,1694
15-04-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,4,768
17-04-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,6,558
17-04-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,13,1508
19-04-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,1,238
19-04-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,3,576
27-04-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,1,166
27-04-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,1,238
28-04-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,9,1728
28-04-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,4,768
28-04-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,15,3630
03-05-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,13,2158
03-05-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,3,348
07-05-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,9,837
22-05-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,9,1125
31-05-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
31-05-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,11,1826
31-05-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,13,3146
02-06-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,9,2178
14-06-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,10,2340
14-06-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,5,1170
14-06-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,8,1536
18-06-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,11,1023
18-06-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,4,968
18-06-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,9,2106
22-06-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,4,880
24-06-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,14,1302
24-06-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,11,1276
28-06-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,12,2904
28-06-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,3,660
04-07-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,9,2142
04-07-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,2,440
08-07-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
08-07-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,14,3332
11-07-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,10,930
11-07-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
16-07-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,3,714
16-07-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,14,1750
16-07-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,5,960
17-07-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,13,1209
17-07-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,3,726
25-07-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,10,2000
25-07-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,9,2142
25-07-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,3,348
28-07-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,2,484
31-07-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,4,968
31-07-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,14,1302
31-07-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,13,2496
01-08-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,14,3080
01-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,2,332
02-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,13,2158
02-08-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,7,875
02-08-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,10,2200
03-08-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
04-08-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,8,1600
05-08-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,8,744
09-08-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,1,220
09-08-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,12,1392
10-08-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,1,93
10-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,7,1162
12-08-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,4,800
12-08-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,5,1190
12-08-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,13,2860
20-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,15,2490
20-08-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
20-08-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
23-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,6,996
23-08-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,8,1936
25-08-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,11,1826
25-08-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,13,2860
30-08-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,1,192
01-09-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,12,2304
07-09-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,1,238
07-09-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,8,1536
07-09-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,7,1638
10-09-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,15,1875
12-09-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,12,2400
12-09-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,13,3042
16-09-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,10,1920
17-09-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,5,1100
17-09-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,13,2496
21-09-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,15,1395
25-09-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
25-09-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,12,1116
05-10-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,13,3146
05-10-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,15,3630
07-10-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,4,952
07-10-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,13,3094
08-10-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,14,3388
08-10-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,3,600
10-10-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,7,1694
11-10-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
11-10-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,5,960
11-10-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,9,1728
13-10-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,8,744
17-10-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,5,1100
19-10-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,10,2380
19-10-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,1,220
28-10-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,13,1625
30-10-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,4,880
30-10-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,10,2000
03-11-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,12,2808
04-11-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,5,1170
04-11-2023,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,6,996
08-11-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
13-11-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,8,1536
15-11-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,15,3630
18-11-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,1,125
18-11-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
25-11-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,1,192
25-11-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,13,3042
09-12-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,9,2142
09-12-2023,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,11,2112
11-12-2023,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,3,348
14-12-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,4,968
14-12-2023,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,4,952
18-12-2023,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,4,372
18-12-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
18-12-2023,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,7,1540
20-12-2023,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,2,468
20-12-2023,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,5,1210
20-12-2023,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,2,400
24-12-2023,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,1,125
03-01-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,13,1508
03-01-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,11,2420
03-01-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,11,1375
08-01-2024,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,8,1328
08-01-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,1,242
10-01-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,14,1624
10-01-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,9,2142
10-01-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,7,812
11-01-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,9,1125
12-01-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,10,1250
12-01-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,1,220
12-01-2024,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,4,664
22-01-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,8,1936
22-01-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,13,3094
22-01-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,10,2000
23-01-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,5,465
23-01-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,2,250
25-01-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,6,1452
26-01-2024,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,13,2496
26-01-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,3,279
29-01-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,10,2200
31-01-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,5,1170
31-01-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,1,220
02-02-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,9,1044
02-02-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,10,1160
02-02-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,5,465
13-02-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,12,2400
14-02-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,15,1395
17-02-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,13,3146
17-02-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,6,750
20-02-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,5,1210
21-02-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
23-02-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,11,2420
23-02-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,8,1936
23-02-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,7,651
25-02-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,9,1125
26-02-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,10,2340
26-02-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,9,837
02-03-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,9,1980
03-03-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,5,465
04-03-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,15,1875
04-03-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,2,476
04-03-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,12,2808
07-03-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,13,3042
07-03-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,5,465
07-03-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,13,1209
11-03-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,13,1209
16-03-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,14,3332
16-03-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,7,1638
18-03-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,15,3630
22-03-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,11,2618
22-03-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
29-03-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,11,1023
01-04-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,3,600
01-04-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,13,3146
03-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,12,2640
10-04-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,15,1740
10-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,14,3080
10-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,10,2200
15-04-2024,D001-S01-C024,D001,D001-S01,B,P005,Product 5,18.8,11.4,7,4,936
17-04-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,13,3146
17-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,9,1980
18-04-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,4,500
18-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
19-04-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,9,1044
19-04-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,4,800
19-04-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,1,238
20-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,15,3300
20-04-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,4,372
20-04-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,14,1750
21-04-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,4,880
21-04-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,12,1500
21-04-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,11,2662
26-04-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,13,1209
26-04-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,3,348
29-04-2024,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,10,1920
29-04-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,8,744
03-05-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,5,1190
03-05-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,7,1400
05-05-2024,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,13,2496
07-05-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,1,116
07-05-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,2,232
10-05-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,11,1276
10-05-2024,D001-S01-C024,D001,D001-S01,B,P006,Product 6,8.6,20.4,5.8,13,2600
12-05-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,2,186
12-05-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,12,1116
12-05-2024,D001-S01-C024,D001,D001-S01,B,P003,Product 3,12,13.7,3.6,9,1044
15-05-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,8,1760
15-05-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,13,3094
18-05-2024,D001-S01-C024,D001,D001-S01,B,P010,Product 10,12.2,20.6,5.4,14,3388
18-05-2024,D001-S01-C024,D001,D001-S01,B,P002,Product 2,15.2,17.1,4.9,14,3332
18-05-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,14,1750
20-05-2024,D001-S01-C024,D001,D001-S01,B,P001,Product 1,16.4,18.9,6.8,1,166
20-05-2024,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,3,576
20-05-2024,D001-S01-C024,D001,D001-S01,B,P007,Product 7,18,22.9,9.3,11,1375
21-05-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,15,1395
21-05-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,4,372
24-05-2024,D001-S01-C024,D001,D001-S01,B,P008,Product 8,16.3,25.6,7.1,10,1920
27-05-2024,D001-S01-C024,D001,D001-S01,B,P004,Product 4,10.9,29.1,5.1,9,1980
27-05-2024,D001-S01-C024,D001,D001-S01,B,P009,Product 9,17.4,17.5,4.9,5,465
